UserId,ScreenName,EnglishScore,UniversalScore
110418956,lifestylelady1,0.36,0.21
459669782,actuallyhails,0.34,0.26
2782917704,chadoo_,0.43,0.38
374372676,Danny49er1997,0.15,0.32
2457454310,_yuhaszz,0.25,0.15
1726801742,mrzepiennik,0.27,0.17
613027136,Noahstalgia,0.24,0.18
277429720,Tbloomes98,0.26,0.27
754643712882380800,ChrisRudolph15,0.42,0.2
3021559113,JorindeNorg,0.28,0.16
803434262955491328,EmmanuellyAmore,0.34,0.52
26619156,margaretj13,0.52,0.5
703643580,gabaliciousxo,0.21,0.1
1306195790,danieljawn,0.13,0.05
796245410192891904,Grande13_22,0.25,0.21
2443148230,ChandlerBrown28,0.17,0.16
1188296894,re_pete99,0.25,0.34
2300765580,babygirIe,0.3,0.27
961619821,DeanPanaro,0.05,0.05
2437318242,mobandrew,0.23,0.16
770186867119628289,PlanetEliquid,0.56,0.46
963480421,NickPrisco9,0.07,0.03
881685582,HEYSlSTER,0.2,0.17
279804306,Julian430River,0.16,0.12
3025845004,ArielMere_,0.28,0.12
2696606826,yahms81,0.22,0.13
794975868,Nickkprete,0.14,0.08
842077212778086400,pbvapor,0.32,0.26
900854005,Fergaderg_,0.19,0.14
461908259,hire_seoexperts,0.64,0.56
2487281074,MoMoVeal,0.25,0.21
1135106982,Logan_Nadolski,0.05,0.05
75825173,Vaping360,0.36,0.33
430266638,BoobieLil,0.1,0.08
357733091,JasonRosove,0.16,0.22
40145316,BreezyPetey,0.22,0.09
463433371,melissa7889,0.38,0.26
2581724894,anthony_costa1,0.42,0.33
2224311355,Isaiahroberson3,0.18,0.08
1568964660,calebjernigan99,0.21,0.13
520448534,kbeccaccio,0.38,0.24
1332972331,hunter_shires,0.24,0.14
406526460,_CassieRichelle,0.23,0.16
551829750,klogsdon123,0.28,0.37
1381008894,tbeale76,0.18,0.1
313426500,siesomm,0.17,0.11
3103503741,fjsjcis,0.13,0.21
309871499,awellss,0.15,0.06
949660435,Hunterwhensley,0.18,0.18
1605226039,YOBOI_Q,0.31,0.29
2886020041,andrewminyxrds,0.27,0.29
785347751437557760,unbrnt,0.19,0.08
2792931379,jakefrazer_,0.36,0.3
441631106,jeyda27,0.14,0.08
3090515917,RamelMariem,0.25,0.19
628744022,MsScammer,0.12,0.15
975538526,kylealvarez35,0.2,0.13
979527331,messier120,0.27,0.14
496584919,GewargisD,0.05,0.1
2434858172,juIiavazquez,0.24,0.07
811355013930885121,kovatsi13,0.31,0.3
194129946,Ameenkhan97,0.17,0.06
3378227549,demarcowen,0.24,0.15
1874085595,Aubryanrae,0.33,0.3
1066591110,NicoleWrede,0.18,0.18
743926405025628160,FALAFELFATHER,0.15,0.04
596998856,SchoolBoyQuang,0.4,0.31
3000875895,Lets_get_it_OM,0.45,0.23
50226327,Patrick_Cuh15,0.2,0.11
711812411418812416,DerekJonessss,0.25,0.15
107491541,Missspe,0.21,0.1
2965300656,isaaclocostacos,0.18,0.19
299842126,HaarenVanMichel,0.24,0.06
1652891875,SchoolsOfTrust,0.55,0.6
101048572,MetteJuul,0.38,0.3
477997700,AHT_Almere,0.38,0.21
2365828688,WMUL_Live,0.49,0.38
1636851684,RadioVlNationaa,0.4,0.34
204579136,edrazors,0.26,0.26
2846486337,savetimeandmoey,0.66,0.59
17752952,DonatelloPiras,0.2,0.13
35532926,Opal_DK,0.21,0.09
44729613,Biieeen,0.46,0.35
2791948191,lomaswefing,0.11,0.12
3421726642,priepraproleet,0.34,0.21
3233102341,CharlieBaldwi13,0.21,0.23
4874544381,Omricam,0.39,0.21
983729221,mictiemeyer,0.35,0.11
37930051,zeitonline_pol,0.37,0.26
773874405495758849,franclavir,0.35,0.6
849400886,eNewsPR_DE,0.34,0.24
409512192,Webcentrale,0.42,0.38
2331237996,luxurymemoirs,0.17,0.2
2895388623,RoccoGarofalo15,0.31,0.23
229275098,alycaat42,0.3,0.06
1078028359,ArisTommy,0.31,0.13
522222311,Ankerstjerne04,0.3,0.17
758243634437361664,BenjieSwag,0.31,0.28
31713149,sporza_koers,0.46,0.52
319096387,AndyPorcel,0.26,0.22
618546738,GazetteDesSport,0.31,0.31
74688840,Lotto_Soudal,0.51,0.43
1159899691,pariswheels,0.2,0.14
2395870556,cmobisson,0.24,0.17
796152872249556992,TiempodeVuelta,0.33,0.27
783314172096417793,CiclismuAST,0.44,0.19
726742474568376320,LaBicicletaNews,0.32,0.25
254293493,FrederikPalle,0.29,0.07
3030460472,CiclismoaTope12,0.34,0.36
2431130936,CiclismoInter,0.52,0.52
1494101659,Noahconstrict0r,0.08,0.08
840877289437048832,badgerbaroudeur,0.28,0.28
72288927,vtragic,0.34,0.45
1581402338,LeGruppetto,0.37,0.32
58296222,jimmi_willemoes,0.25,0.13
2286774883,Ciclismo_2014,0.37,0.37
2429058411,andreapezzoni87,0.44,0.51
632582380,mattwaltonn,0.14,0.08
375847429,HelleKettner,0.37,0.23
1832541858,gino_piccino,0.11,0.06
1159019502,allyfugs,0.26,0.11
334783057,Cykelmagasinet,0.57,0.45
3102445136,miadelaneyyy,0.3575,0.2
2290378820,oddcon,0.23,0.14
2942754016,hennymauricio,0.12,0.06
930196531,TheCandyBarTO,0.53,0.37
9170472,gorpc,0.23,0.17
24355217,schlijper,0.4,0.36
2239924519,HomeWorldDesign,0.49,0.45
64589317,ByEricSinger,0.22,0.13
3382590418,elenaazis,0.3,0.16
3074290370,shelbypanettaa,0.28,0.13
273275593,OricaScott,0.34,0.39
261072567,banacrisp,0.29,0.2
3241874868,souljahunter,0.21,0.12
3851504482,cleeeem4,0.26,0.04
2786183039,tayylor_funk,0.37,0.33
2559858378,paytonmarlow2,0.2,0.14
1187469072,danielletukker,0.26,0.07
330114254,tom_hannon,0.18,0.15
2933804218,ShainaaMartinn,0.35,0.28
743716369,PietvdVooren,0.37,0.14
256611460,vxcarlo,0.13,0.13
3233064944,Aaron6143622,0.23,0.19
324219693,Spliffburgh,0.19,0.16
404068756,minhyukrazy,0.18,0.2
3432937154,GlazierJake_,0.15,0.18
1452303518,SunsetVapor,0.74,0.67
770220791434731520,CyclingNewz,0.82,0.69
1390674175,Borgault,0.06,0.06
758594187554091008,enuffisenuff2,0.45,0.35
2893511121,saammooree,0.09,0.14
773545883359145984,Visual_Fodder,0.57,0.64
1102065001,alex_bozzie,0.29,0.28
2985981368,HunterWiland,0.23,0.11
952256448,kangfestina,0.3,0.35
2225470884,allieunger_,0.17,0.25
324041766,Kyl_V22,0.16,0.1
85708741,JamieWright27,0.45,0.4
850072797305085954,sarcasmefluent,0.61,0.53
3114628079,nickE_shaz,0.21,0.19
821595281980583937,Christian_Ray03,0.23,0.16
548616763,ashorina_malki,0.13,0.03
1897950420,underwatermoose,0.25,0.04
852246658435891200,PHIXlife,0.76,0.789786602042752
1711326560,TheReyes5000,0.29,0.13
587885890,ariannacaddo,0.16,0.09
105856346,Man0nTheMO0n,0.1,0.02
1979554147,FriscoVapor,0.59,0.26
2557984291,eddievidal1,0.16,0.09
2680700470,halfgayprince,0.1,0.1
1404486877,jamesshramek,0.1,0.07
1277657480,rwall239,0.12,0.13
3730592474,katvictoriaa,0.31,0.28
1694731334,charliequo,0.24,0.18
397702158,whatthekec,0.32,0.3
759854149039185920,itswendawg,0.21,0.16
515892152,dreyer_sydney,0.12,0.05
4766559765,Dance100Radio,0.39,0.56
896764332,stinkypincky,0.19,0.18
286596126,destinnyxb,0.25,0.19
2456020782,katylynnmay,0.31,0.21
3506894474,francescaapharo,0.11,0.1
2694530924,beauYSbrady,0.22,0.18
1898939604,uzairthebear,0.2,0.16
1345726831,SugarJordan,0.34,0.13
394452536,AlChavo,0.25,0.27
700800555,JTG__16,0.22,0.18
1679129648,Chhhrriissttian,0.13,0.14
628050983,carteroselett,0.23,0.23
2172958068,adiosbozo,0.21,0.11
926533183,doublem_412,0.24,0.3
3270413976,dianamatyear,0.32,0.36
706325216612392960,AppleDuck_15,0.21,0.19
1579128283,_RocioLezcano,0.12,0.08
1038087799,_izzyladd,0.3,0.19
1034973560,NicoleRichyRich,0.08,0.04
2975327238,lCurvedThePope,0.31,0.13
3326414332,e_sicky,0.16,0.21
1656456523,Ulfmor,0.2,0.05
431972164,DrewWager,0.08,0.07
2915149832,avalouise__,0.23,0.13
733882388,JamesHollins_,0.2,0.07
35671847,grant_tucker,0.3,0.17
3158398939,loya_lexi,0.29,0.26
3321075817,IAmAlphaCooper,0.08,0.01
1403581496,another_kid_2,0.16,0.06
1305780456,sophia_fazli,0.1,0.13
765105759944192001,beboldpeople,0.48,0.5
706813622291439619,AwesomeArcht,0.68,0.64
2560564782,co_onnr,0.24,0.08
812137482,b_radii,0.28,0.25
36019296,anarchyinturkey,0.23,0.15
2294788350,cierra_rachelle,0.36,0.36
1302495326,Aleck_Kido,0.16,0.12
828665171782561793,JoeGallinaro,0.08,0.13
486431654,FLYAWAYBITCHx,0.17,0.03
742177154910150657,numayanbike,0.32,0.22
19058238,vodafoneNL,0.6,0.44
36331941,Dnevnik_si,0.53,0.39
25043102,linda112,0.27,0.17
798910740191125504,AmuJuul,0.5,0.47
2996013663,EkingHayley,0.3,0.27
252743984,ProCyclingStats,0.55,0.48
2461488333,makennajenard,0.11,0.06
1726402848,BestECigGuide,0.49,0.43
421936111,acsxo,0.15,0.11
286505614,JayGoods,0.07,0.07
553592512,jackiehibyeok,0.48,0.37
484798690,hazem_atallah,0.1,0.19
2913281012,sadieset,0.1975,0.16
720134555508805632,sannelatooy,0.31,0.18
1055949306,chaneysdeaton,0.3,0.24
228106703,beccapolito36,0.21,0.13
3978826030,michellejuul90,0.38,0.4
75653018,TweetCloudNine,0.42,0.24
826464161785843713,JuulSqwaaa,0.52,0.45
3277603332,hannah_rosee_,0.31,0.12
237265440,MEINEVITALITAET,0.53,0.435
1539663234,scottylyudmer,0.53,0.36
1398231373,noramiller01,0.11,0.06
2864444254,lexfouch,0.3,0.27
1475553187,BostonGay13,0.25,0.17
464255428,djethanlopez,0.09,0.04
2940928193,cygggaaa,0.32,0.38
1951647097,ECigNewsNet,0.5,0.5
257988694,jenniferxo_xo,0.19,0.08
714872388614230016,rotkerel,0.35,0.11
575633151,seansandy12,0.09,0.04
4550600772,captainchance23,0.19,0.13
109829603,simplypmI,0.36,0.27
283090243,devynwurmbrand,0.31,0.16
804696218198740993,YungJerrold,0.18,0.14
3229253280,BeauReutter,0.34,0.19
706611739,wizkhallisa,0.17,0.11
1522357722,popiesvaporloun,0.35,0.34
412724718,beccanatale,0.29,0.15
1496371897,brent_price98,0.08,0.07
2684865902,palestininianpr,0.52,0.45
2921167561,luke_dough,0.16,0.07
784264113983598596,SkylarDorn,0.1,0.06
1677256507,j_decardenas,0.2175,0.29
2604112980,oliviaxturner,0.1,0.08
2587780829,austingruskin,0.18,0.07
2523337729,glitterghouI,0.35,0.22
721159700,SlonexTer,0.24,0.16
794564985611550721,ShePostsOnline,0.65,0.46
358899159,PNeller,0.33,0.29
623057404,usermissing_,0.1,0.01
2668132680,DakotaOrn,0.37,0.2
727690659247861760,suavap,0.3,0.34
4315858634,YasiinClemens,0.26,0.09
503673185,Dennett_,0.2,0.11
2356967077,LucasThurlow,0.46,0.29
1617032035,dutchiedino,0.2,0.11
113840098,richiecho,0.19,0.1
2360420316,JT_Snowden,0.33,0.14
2680324852,ValenteLily,0.32,0.18
798573807464161280,rhiannonfinleyy,0.2,0.08
2186897527,seungkryli,0.38,0.27
2655368795,KenrickLlamarse,0.22,0.04
3350418910,Jkarasienski13,0.09,0.05
845778675312332800,gerlachassoc,0.54,0.35
123203499,mentort34,0.33,0.32
2392440747,TomSamm16,0.19,0.12
885803154,vellutaco,0.36,0.19
394918362,_callmefall,0.08,0.02
540318439,J_Kiss19,0.11,0.07
2942333257,connerwuzhere,0.35,0.17
412684121,BuiDawg,0.24,0.23
610422178,taylvr,0.14,0.13
1373418876,__BrandiZZle__,0.14,0.14
3004558402,AlexClammy,0.27,0.12
851948179780059136,mandawigginsyo,0.19,0.17
296954557,BLetts22,0.12,0.19
314984732,mikacids,0.49,0.39
2183743040,brew_drew,0.31,0.22
553953006,KristineAcostaa,0.14,0.11
836797378762063873,kyIiegh,0.19,0.24
1191308582,rachel_asman,0.1,0.09
2857843635,latin__passion,0.24,0.19
1901642414,pxtvr,0.35,0.28
712766563267403776,dick_brooks72,0.12,0.09
2811898711,Jerrid_GT,0.12,0.08
2459242394,sanchezomar345,0.18,0.15
728696342,savcoppola,0.2175,0.24
2434761169,emma_nemma13,0.21,0.15
715432699,sabrina_scali,0.12,0.06
747807348509446145,theskinnybronco,0.08,0.09
2994093266,bennett_bw,0.14,0.17
2806502846,melikavranac,0.3,0.07
750652662,SketchFerreira,0.33,0.28
441154201,seth_rome,0.17,0.13
256535714,_H_Nicole_,0.2,0.15
923470344,Momofthatdream,0.13,0.2
4471776141,hamiltoncreator,0.28,0.19
3142472880,Anmar_ramzi22,0.35,0.2
811584979,guacamilk,0.09,0.06
1968241171,nik_sisic,0.27,0.23
2522641864,timothynguyn,0.19,0.04
2793235456,DenaliDygert,0.32,0.22
1581073704,markbellando71,0.21,0.2
154180801,KraulDR,0.37,0.37
1619924167,Bruun6eren,0.45,0.43
2562110449,trevorharris111,0.21,0.17
2983127790,TCASEVIII,0.3,0.3
904843555,_evee69,0.25,0.18
3194211449,juulbodyfashion,0.46,0.51
3112373359,DannySasnett53,0.19,0.21
2277256802,_jayxbaby,0.07,0.14
757647617346207748,Travfiduser,0.28,0.24
2549040942,Wildflower24_,0.36,0.37
138613022,rodulfox,0.79,0.58
227283871,maschadus,0.28,0.12
2244368648,guccimeeshy,0.16,0.21
25089397,rickricardobr,0.5,0.35
157616379,Regiohits,0.55,0.42
87907646,PAssisteert,0.19,0.15
2876290335,myouthic,0.43,0.3
771796070993125376,kingbesarta,0.28,0.1
128041821,Helen1716,0.09,0.06
4756784974,urlocalblonde,0.37,0.28
279015870,albertheijn,0.47,0.45
13644062,dansus,0.18,0.19
889789926,JoeySchloegel,0.11,0.05
704986965607890944,decoclubblog1,0.72,0.72
572879939,HetIsMaarAnna,0.06,0.04
1089799003,gavincanada1234,0.06,0.08
567739146,devon_raae,0.24,0.16
844203816652328961,wipeyadocsoff,0.29,0.22
237083423,RenaudB31,0.3,0.12
809472799,DutchJuul,0.21,0.13
1613174540,Todd_AClarkk,0.19,0.14
2846190921,vDunner_,0.16,0.23
293397603,DDUALlPA,0.16,0.1
1616207629,IsaiahTrevino_,0.12,0.06
898940862,Stevenn_II,0.22,0.06
2335716138,ABRUZZOLINK,0.23,0.27
416332692,SadNanner,0.24,0.14
580436028,PRINCE_IVAN77,0.08,0.08
1031193176,lexisarah43,0.22,0.11
735866712,MarronRyan,0.15,0.21
3013790971,nicoletterassxo,0.22,0.21
990156636,olivia_raymer,0.4,0.28
364019633,coreymillhouse,0.17,0.03
983054941,erickandresmtz,0.17,0.2
979387801,_officernasty,0.08,0.07
2770722377,recipes_tw,0.59,0.78
2935363011,haesprincess,0.12,0.15
298961535,hetpleintje1,0.48,0.48
1253588340,BrittanyVuk,0.32,0.17
2358498481,lawwiin,0.29,0.21
435379142,zackcivitelli,0.22,0.05
852320024819847169,ripdudelol,0.2,0.22
2343844257,paolinetti10,0.13,0.1
4068632063,TheKnowMeGirl,0.26,0.14
2155818594,k8iej0,0.2,0.25
1173306319,jessicaxfry,0.28,0.09
290182301,tt888,0.48,0.31
4452432269,ariaserplus,0.23,0.06
623546396,ChaseRoques,0.16,0.2
1493476710,Nkalodimos,0.25,0.14
3421463892,rosieking08,0.17,0.14
2426925373,VapingEnFrance,0.36,0.37
341077813,Stofman75,0.23,0.09
4656487161,minwoosgirl,0.26,0.11
1921542684,Bakedsalmonroll,0.14,0.11
489979034,JackWallpe,0.12,0.16
4662731441,peachuIs,0.26,0.26
1521783295,motelroses,0.23,0.24
505924498,Del_Horst,0.32,0.27
2865669949,PremierVapor_Co,0.63,0.56
2319968803,thombitch,0.13,0.17
1902092964,dweebus__,0.14,0.06
832758266300137472,KOLOO954,0.29,0.16
1558966309,ryleewutt,0.16,0.1
529502988,561dz,0.15,0.21
400896247,jackkarlonline,0.09,0.08
516804667,djrtywork,0.33,0.18
548160369,sarahhballard,0.14,0.11
1497752827,MorrisonJaycee,0.34,0.27
366477998,Jaimejasso94,0.09,0.12
2640657172,angeelbaby,0.25,0.19
168881288,nairapark,0.56,0.46
626905250,Michael_Good97,0.18,0.07
78932603,Osmoises_Jones,0.24,0.22
2398989240,MaxFord8,0.18,0.17
25907293,tbhitsjack,0.19,0.14
2886542146,jacobmanley57,0.27,0.3
473505412,c_nichols4,0.13,0.04
5872202,gagneeric,0.72,0.74
93880386,knithacker,0.5,0.42
236135264,alecbaumrind,0.12,0.08
1325144642,kiahkanderson,0.2,0.13
2574757372,dt_ericson,0.18,0.07
548133593,sensei_dre,0.22,0.12
2538789618,GoldxDemo,0.32,0.28
202929352,mmam1111,0.08,0.1
3273043093,stylesmalik1975,0.17,0.19
427720624,feelslike98_,0.11,0.09
2603290277,eemilymichele,0.2,0.15
1206196824,yourstrulyimari,0.39,0.16
379601930,ThatillKidJ,0.24,0.19
2945595978,kobayashi156,0.16,0.05
742006896,TylerLikesDikes,0.13,0.06
290818283,BigNick3,0.14,0.07
950226775,keyanrafizadeh,0.1,0.08
260914132,snobigdeal,0.13,0.09
389327105,kisseswithteeth,0.4,0.33
1105601916,fsmerekovsky,0.23,0.11
745816947758030848,camidlali,0.26,0.17
2409560664,Bsmitthh,0.19,0.23
2789454202,daltonfoxx,0.2,0.09
514990522,jack_osu,0.09,0.14
474393454,alyssarankin77,0.2,0.26
447516411,rianmadridddd,0.2,0.13
3039159218,ailurofranta,0.36,0.25
2984821262,JakeBorchard,0.17,0.24
4108625892,emilyhbranch,0.3,0.29
1539940236,selenahulgan,0.09,0.06
2209063368,JacobScottStark,0.27,0.25
725684618083487746,LydiaAnnesi28,0.34,0.25
355056330,LindseySelmecki,0.22,0.22
2443970227,BrisyCoe,0.3,0.26
393141176,HALLaGRAM71,0.05,0.04
1240478023,GriffinLutz1,0.24,0.14
701704024907718656,coach_end,0.33,0.33
1619852580,jade_alyshaa,0.14,0.04
738174805044695040,maga_maga_maga_,0.35,0.25
182374574,EstervanZundert,0.36,0.3
822752238955364352,devrimpjeh,0.23,0.13
120701103,JutenJuul,0.47,0.49
188790888,mnHomeLoanInfo,0.49,0.42
2192525725,JuzztFootball,0.62,0.57
308169309,KurtjoKurt,0.33,0.24
188676633,KlimaPic,0.38,0.21
302741080,Snapperen,0.18,0.12
1113700530,maria_lubag,0.19,0.08
805061097019600900,ryanfriend8,0.54,0.31
784045723193118721,salsodead,0.14,0.09
847454224459767808,Ecig_Starterkit,0.41,0.1
843850552429756416,FrankAssassin17,0.44,0.4
3941506517,guccighostgirl,0.16,0.13
368428285,_joebuscemi,0.21,0.09
2870014465,daniloco_4,0.18,0.14
251379604,LiamsUsername,0.13,0.05
727256668543811586,Marty_1017,0.25,0.18
1169340414,NHundeboll,0.21,0.16
213509954,KylieFehrenbach,0.17,0.11
844333854,bonnor__,0.08,0.05
458156927,kimberlywildss,0.2,0.13
740264017483202561,namgerine,0.45,0.35
3785058914,xxdestinyjones,0.33,0.31
304895111,GeraGelsing,0.35,0.32
178870449,90sicon,0.11,0.09
271080259,TjarlieShien,0.35,0.13
14215523,brusselmans,0.33,0.19
721892787025813504,Tylrwilliam,0.28,0.34
43414929,kelso_bradshaw,0.18,0.25
2848429015,imjaredlee,0.24,0.13
329597985,Teabizzle1980,0.26,0.13
760143992,phreak_edm,0.19,0.1
788320802,LilJuul,0.2,0.2
47410867,frauherbststurm,0.26,0.12
613200797,serenaarrose,0.35,0.41
341998204,SaleemSamara,0.1,0.06
3319969031,jsphxx,0.15,0.08
335138851,ThomasTurnbow,0.06,0.02
828195218,gmgarc,0.2,0.18
2559980504,m3gzilla,0.24,0.16
1511472378,gdfs1234,0.21,0.35
